Time,Learning rate,Train loss,Validation loss,MAE_HOMO-PBE0,MAE_LUMO-PBE0,MAE_Gap-PBE0
306.7769899368286,0.0001,0.7426472370401788,0.4930649281990447,0.266854120107205,0.2741034823235851,0.3755322553364091
602.1328988075256,0.0001,0.4373228760929972,0.3881725087911066,0.23487486134027966,0.2395721001595374,0.3413283553324864
896.1660032272339,0.0001,0.35506323365800235,0.3311238318741893,0.21490631957217016,0.22292693459022814,0.29840079682574977
1191.245346069336,0.0001,0.29945177157535857,0.2825881966837747,0.19753582189124422,0.19974423574113534,0.2774488293681304
1486.2429900169373,0.0001,0.2630407168050584,0.29037360658099076,0.19632325990019914,0.21324818351544375,0.2892448230562398
1780.2894234657288,0.0001,0.23673965214124731,0.23335709428813056,0.1755999601711714,0.18803051591982609,0.25358961075017816
2074.635146856308,0.0001,0.21231090135136899,0.2207992435599866,0.17398249082005265,0.17857772572743016,0.2487384644337782
2369.0746393203735,0.0001,0.19293017932218454,0.21775462706724533,0.17700542858829207,0.1913188402949209,0.2295967127645776
2666.0884296894073,0.0001,0.17615200499378295,0.19839071296938998,0.16403563576636843,0.1726003025249261,0.23009729754457406
2961.586074590683,0.0001,0.16287558673385663,0.18833404306673993,0.15844746428709047,0.17280583990035425,0.2185822281395368
3256.170758962631,0.0001,0.15126279532385467,0.17249480941513562,0.15201189885852756,0.1605671486849739,0.20838664120823852
3551.1291279792786,0.0001,0.14176346439088472,0.17169915658821266,0.15070076484622408,0.1596060718287327,0.2163518048407914
3845.515569448471,0.0001,0.1337240195371021,0.15975890930930234,0.1461593815519335,0.15147991225451868,0.19775393798297933
4140.173537969589,0.0001,0.12563747406859394,0.15460161249235274,0.1493997389311825,0.14969148978167224,0.1966695504699635
4434.847370147705,0.0001,0.117892890549045,0.15708339537051808,0.1464905372958542,0.14716117590259628,0.19998731557796964
4729.144528865814,0.0001,0.11211494867252994,0.15337041122222989,0.14637125595518982,0.14697714317693425,0.20042321907838107
5024.504837751389,0.0001,0.10691029736516981,0.1465719707229338,0.14229168250828345,0.14098447565275793,0.1945155617686488
5319.436492443085,0.0001,0.10129396155317916,0.14046236856915928,0.141121665496287,0.13807060941991112,0.19048808055475228
5614.491535663605,0.0001,0.09520840792083167,0.13985264756978963,0.13419756984823022,0.14261341552310733,0.1865865420396533
5908.845178842545,0.0001,0.09136838577494034,0.13404017552042646,0.13268614850340318,0.1376646063192593,0.1790704281065734
6204.323685646057,0.0001,0.08719125361396717,0.13257598645517193,0.13042067181636804,0.13623177338765763,0.1801823944269598
6498.955483198166,0.0001,0.08367744014195953,0.13331925419420781,0.1316143768756012,0.13531844216365516,0.17987237148326635
6793.5230185985565,0.0001,0.07858391765218514,0.12863866387143694,0.1319198996736288,0.13233726636019094,0.17674735000433192
7088.894547224045,0.0001,0.07671913806796099,0.12346922284709586,0.12726234158100794,0.1313716563315137,0.1719788388132387
7384.4871826171875,0.0001,0.07336859971474882,0.12159719895687435,0.12944846150852224,0.12683620004366689,0.17068518192985133
7679.488321304321,0.0001,0.07007550226294486,0.12237313268547927,0.12693019766168082,0.13016161853398978,0.17410092471766386
7974.470997810364,0.0001,0.06668714381900138,0.1311774379262303,0.13483047998856157,0.13141396479756667,0.1873775375786001
8269.402819871902,0.0001,0.06525219597547174,0.12525748420999097,0.1227610886708747,0.13516652457705655,0.17552074225847916
8564.628274440765,0.0001,0.062487800204963445,0.12059466229244283,0.12525384313386637,0.12754744125820663,0.17189383615092277
8860.726555109024,0.0001,0.060470350126044986,0.11707268179268623,0.12415804165733116,0.12388070186701323,0.16644225007412952
9156.428203344345,0.0001,0.05751205671495014,0.11578772717540864,0.12035595100976673,0.12370544937791075,0.16561666326091162
9452.52858042717,0.0001,0.056067692769581276,0.11291191205151985,0.12282344834804133,0.12158168559721899,0.16887398065390177
9746.771034240723,0.0001,0.053861631364839874,0.11613512810460073,0.12237816941712053,0.12385008342334684,0.16478577687967794
10041.30664229393,0.0001,0.052030580464815714,0.11254592679770692,0.11932518826015626,0.12175533098242168,0.16258041300638024
10336.017693042755,0.0001,0.050260852425847755,0.11052995836631782,0.11596269373257473,0.12084548192134154,0.16185749549968423
10631.168173789978,0.0001,0.0486118732933902,0.11679743116493656,0.12453738563533746,0.12411581805242586,0.16567407764811598
10926.478220701218,0.0001,0.04744330707312703,0.10995258507839853,0.11700712485123259,0.1184316310751384,0.16098129634963088
11221.550486564636,0.0001,0.04592366576062244,0.1088774165214763,0.12217668858758733,0.1157310779309726,0.16073814470238823
11516.68503856659,0.0001,0.04467997048050165,0.11930658434540091,0.12553606750626928,0.12158828880998315,0.16984490290768076
11811.758335590363,0.0001,0.04350136556495356,0.10792009109830515,0.12005444887248871,0.11569074156327258,0.16328232833558054
12106.814681768417,0.0001,0.04209718562562059,0.1055403997034136,0.11447301385139107,0.11573545366209724,0.1584504091958295
12403.154527664185,0.0001,0.040809165977157426,0.11048755956550108,0.11546854577280347,0.12090325062170226,0.16786501011663107
12698.095118999481,0.0001,0.03993342814954123,0.10810591931633956,0.11496000123027998,0.11846402251878893,0.16403868217250023
12992.229845285416,0.0001,0.03839165320067727,0.10485533127617941,0.1157281327765136,0.11533389571096968,0.15813253566951196
13286.752296686172,0.0001,0.037974892478693276,0.1010261605607025,0.11065076854961921,0.11308539935219836,0.1562639976538694
13582.967990875244,0.0001,0.03645634518711209,0.10929598537890042,0.12065923621151838,0.12273254829606042,0.1585934067261895
13878.758520841599,0.0001,0.035902996659054415,0.10309949650493988,0.11550107853552638,0.11442297684781262,0.1552541323348406
14174.604655265808,0.0001,0.03478654758432359,0.10312037560656283,0.11223501776397259,0.11781296419832575,0.15365989649915623
14469.294431447983,0.0001,0.03398835483193459,0.10225529908092108,0.11163102058013963,0.11267735899226866,0.1547356134068378
14765.526431798935,0.0001,0.033342624448895325,0.10520764413297091,0.11293669595835527,0.12180514117894341,0.15536640241213084
15060.032691001892,0.0001,0.03246059842503326,0.10001099766496128,0.11025999259531508,0.11267210829243923,0.15507906882947048
15355.647698879242,0.0001,0.03155353033134806,0.10316507120908369,0.11182760610617352,0.11175038785258869,0.155047296254137
15649.23177909851,0.0001,0.03080369210457654,0.09936360730541217,0.11513792680165552,0.11171959129704503,0.15162445033376876
15943.574775218964,0.0001,0.030017128910118523,0.10201802259759582,0.11092804594712287,0.11432683609780811,0.15458917152434312
16239.014107942581,0.0001,0.029352361821574424,0.09732426119453975,0.1094536677807765,0.10894128413447503,0.15047423570380355
16534.89724779129,0.0001,0.02904072658361153,0.10067839592591181,0.10928148455477796,0.11207966703307884,0.15178381227271517
16830.242977380753,0.0001,0.02822269526405273,0.0982330915874305,0.1105001486653574,0.11159346912237364,0.15094503125979125
17124.989706754684,0.0001,0.027935911744409302,0.09695120286538096,0.10786011618996597,0.11028298457804582,0.15126839487235313
17419.848410844803,0.0001,0.027012026338761482,0.09763329442927086,0.11080939132277058,0.1094977967510034,0.15131692338346853
17715.482427835464,0.0001,0.026248188590230873,0.0983824947050953,0.11012870391250038,0.11101029157117022,0.14896852834124807
18010.218151569366,0.0001,0.02591439541769803,0.09920400918814214,0.10976128519614417,0.11248774459200356,0.15296722970866564
18304.481409072876,0.0001,0.025732311837377623,0.09664660806820297,0.10845406513191645,0.11002602905972766,0.14930853421652376
18599.12836408615,0.0001,0.02505159968614502,0.09824430251557674,0.10741843066792406,0.10985984092967871,0.15070710221505138
18893.76662182808,0.0001,0.024445579929007342,0.09839961923290268,0.10737392241638276,0.11391220980574743,0.15363554254076445
19188.94083929062,0.0001,0.0246639655192806,0.09780528797637518,0.10835412606514204,0.1124609457198847,0.1491701022033717
19484.279278755188,0.0001,0.023895870303469485,0.09538789480064587,0.10580517269637114,0.1080710154785846,0.14803910788995497
19780.47193837166,0.0001,0.023520883661856246,0.09487219308676136,0.10599722983398643,0.1076640859058203,0.1483736807261375
20075.63549733162,0.0001,0.022547335113145377,0.09751651597312859,0.10824072627774116,0.1088842628415578,0.15043014034205127
20370.794423103333,0.0001,0.022791918832962468,0.09749298853805656,0.10776863037165861,0.11075344758966084,0.15134602641690245
20666.86389541626,0.0001,0.021974019572538802,0.09500341603064892,0.10671750957187971,0.10813446778972682,0.14792356109169824
20961.347417116165,0.0001,0.02177084102262286,0.09660283811103622,0.10458983705839324,0.1103056584461839,0.14951302727203908
21256.52806520462,0.0001,0.02156593588440036,0.09261962403188347,0.10449656576855945,0.10656097587984699,0.14726035343804345
21551.607058525085,0.0001,0.020945320932322806,0.095178858943308,0.10855429352643653,0.10783675291432729,0.14906144150174389
21846.489143133163,0.0001,0.02058054986091613,0.09384139565537519,0.10529064373919483,0.10531424124614369,0.14585889739739902
22142.17705655098,0.0001,0.020004833759467884,0.09599600666398961,0.10731091756883263,0.10598110514278467,0.14959920870822507
22436.614790439606,0.0001,0.0201412588807214,0.09263288180301339,0.10622272647111158,0.10547219859957996,0.1467032379600991
22731.459424734116,0.0001,0.019664626935788715,0.09428900220007802,0.10678368763712627,0.10605102603471221,0.1460522510137659
23026.550632238388,0.0001,0.019346431248611316,0.09559025720182455,0.10756859457615187,0.11106216208452972,0.146620853770046
23321.956917524338,0.0001,0.018955621942856247,0.09169462480031151,0.10420198487088111,0.10437577211172838,0.14491833485919942
23615.51998233795,0.0001,0.019033051446724663,0.0927058286440231,0.10742501740742066,0.10536414915897942,0.14513237047492306
23911.01021027565,0.0001,0.0186251338420881,0.09293740594516058,0.10437076829528039,0.10640547593675356,0.14535956681226012
24206.67538666725,0.0001,0.018507854040604812,0.09180060573888028,0.10463104114856621,0.10582926925807695,0.1433527809430629
24502.798067092896,0.0001,0.018348025329653624,0.08993885681223066,0.10233984149186354,0.10501355059656775,0.14251829742201846
24797.582087516785,0.0001,0.017801155164902712,0.09161213855494184,0.10341677006980335,0.10615485996614697,0.14308616879530753
25092.98609995842,0.0001,0.017754246497443133,0.0919883659385438,0.10297661743921482,0.10811072926960187,0.1451619147411926
25388.677217245102,0.0001,0.018092235568617204,0.08983986635979038,0.10298205633546977,0.10428619531946874,0.14393431262177248
25683.851048469543,0.0001,0.017070878759100627,0.08898002256977951,0.1025795328402467,0.10625303637824957,0.14228609995109434
25979.657556056976,0.0001,0.016803621353014882,0.08972160341934275,0.1016935254314743,0.10423705623183169,0.1415001608678313
26274.58453130722,0.0001,0.016936695866125947,0.09289728544433697,0.10319205781094819,0.10932827780147644,0.14782693822155613
26570.16782975197,0.0001,0.016432368612398395,0.09041970728520612,0.10350103938336848,0.10442153063663705,0.14365723264271535
26865.171568393707,0.0001,0.016191334057989483,0.08802346324784913,0.10236424523613057,0.10492597087834112,0.14171237265965403
27160.281450271606,0.0001,0.016088455363294986,0.09212043146403319,0.10726215300607336,0.10642552652353794,0.14339260073717489
27454.447512626648,0.0001,0.01579387786201075,0.08874929909116865,0.10212618081472988,0.10214007848564391,0.1421196913249802
27749.249147892,0.0001,0.015573115932431408,0.09372686702689435,0.10581515330007014,0.10596680025871447,0.14845536843546508
28043.247682332993,0.0001,0.015623350042146291,0.0928776609372387,0.10706151809512657,0.10514379646137029,0.14672924091012393
28337.789717435837,0.0001,0.015398723201787166,0.08965946216012104,0.10520957957689317,0.10335849050006822,0.1416407855054896
28633.29812836647,0.0001,0.015159170600166253,0.08961966719399074,0.10324962657047164,0.1053099299488135,0.14199084070582152
28928.420392274857,0.0001,0.014941127910089644,0.08871689419027518,0.1018812985767645,0.10228232535653176,0.14018669967677042
29223.140206575394,0.0001,0.014645514154267741,0.09189548650789388,0.1013524494206446,0.10567523963560103,0.14509862403606458
29518.13294863701,0.0001,0.01478962669922786,0.08993293482810023,0.10135140788890126,0.10439262235884753,0.14384042127513932
29812.954301834106,0.0001,0.01446729236372804,0.0899210719175014,0.10219350768603923,0.1046395253527351,0.14181104369101732
30107.491706371307,0.0001,0.01422582217242345,0.08728035244986981,0.10061928922231804,0.10366299120079643,0.14132456327756407
30403.33951163292,0.0001,0.01440727041979539,0.08759887005967526,0.09987524721972693,0.10210130042887769,0.1411407206890139
30699.57524561882,0.0001,0.013674133506899631,0.08938034959144492,0.10122845378685094,0.10499040483826642,0.14274785098615528
30994.325256586075,0.0001,0.013741532115963066,0.08912817334998215,0.1041319263958277,0.10481220176128472,0.1419118561568975
31288.31729745865,0.0001,0.014019665904286247,0.09330633466536138,0.10525120722812252,0.1049974529796952,0.14677658844090422
31583.925985097885,0.0001,0.013566605809661838,0.0886085699553721,0.10147445554507013,0.1048698040816432,0.1431925618927346
31878.88000369072,0.0001,0.013490656870100988,0.08865389189540962,0.10258504852148573,0.10308729625903615,0.14370009069909717
32173.828572034836,0.0001,0.013326711562008943,0.08855825537747052,0.10144137910935647,0.10241064120378034,0.14161630838622996
32469.138496875763,0.0001,0.013149488854621555,0.08924949004865046,0.10414826362477636,0.1024804550671084,0.13913286717155054
32763.65791964531,0.0001,0.013045265371676015,0.08817518585278955,0.10493211523162262,0.10113433634274017,0.1424552654951244
33058.7644431591,0.0001,0.012980366976660811,0.08714045687723888,0.10028010298863578,0.10340242970677793,0.13894545700982144
33354.97886133194,0.0001,0.012831556937928945,0.08827073792951257,0.1000745110734031,0.10115598833422539,0.14167630393637887
33650.56967806816,0.0001,0.012661820003309633,0.08762616560186852,0.0997299276657143,0.10157413716250431,0.13810405076482812
33945.23340725899,0.0001,0.012540663084041078,0.0904115254918827,0.10274895244869904,0.10804502571971052,0.1403246108438157
34240.22537994385,0.0001,0.012478665205940282,0.08718764086523638,0.10013631937501007,0.10214352801795683,0.1402297601662921
34536.48493599892,0.0001,0.012264476414614924,0.0883979800367396,0.10038298884967391,0.10216326754080733,0.1393568351295647
34831.156651735306,0.0001,0.012237163113974207,0.08991508681795117,0.1015456156479516,0.10445679590574884,0.14160521351767574
35125.77473092079,0.0001,0.012212047594634477,0.08490228291809993,0.1007514485361278,0.10137552705433721,0.13652895709671156
35421.47899055481,0.0001,0.011866408312724293,0.0867066398930872,0.10250273999312541,0.101157523527423,0.14051547921829186
35717.49464535713,0.0001,0.011823624026387888,0.08751071789841795,0.10145209322227647,0.10144587843762731,0.13996785300439524
36012.462634563446,0.0001,0.011698827733576745,0.08688807085356402,0.10021554984449438,0.1015499188365227,0.1384870037173214
36308.065346241,0.0001,0.011771555714757811,0.08570677538603123,0.10311447304345814,0.10156707713625236,0.13839824115830843
36603.182899951935,0.0001,0.011545168379428232,0.08479193254977513,0.09834371262200048,0.09957988812188076,0.13644434722529383
36898.19261097908,0.0001,0.011505692499142772,0.08573111330512231,0.10090645784162701,0.10248637382438161,0.13944590149875766
37192.709233284,0.0001,0.011470313381300529,0.08886681615363465,0.10210928595188429,0.10120861004112185,0.14108177385164916
37487.910284757614,0.0001,0.011140306138246882,0.08627175587873036,0.10086987288576293,0.10164974583493085,0.1397154254983937
37782.440747499466,0.0001,0.01118667443837422,0.0848917291794601,0.09941450281414384,0.09948239114556111,0.13852682860636178
38078.03875160217,0.0001,0.01104558133470991,0.08495329256109478,0.1011439350223814,0.10015970112728627,0.13773702925230025
38372.52249264717,0.0001,0.011064420609245154,0.08630415252481179,0.10204512034324249,0.0999749782870519,0.1391748910637871
38667.773566007614,0.0001,0.011047988284173854,0.08572641686300837,0.09866591878316829,0.10034892905265941,0.13726013625047231
38962.391003370285,0.0001,0.010893928449499931,0.08562581641963493,0.09913728816048296,0.10027692004243433,0.13965346025694467
39256.46590089798,0.0001,0.010817236436522338,0.08645152406598235,0.1002765140729221,0.10116592376055229,0.14091349987997343
39551.781738996506,0.0001,0.010747369178489327,0.08486163650446837,0.09836068073948606,0.10057868387148314,0.13865447044372559
39846.6532831192,0.0001,0.010687717201642338,0.08756144680277901,0.10041639946455028,0.10110514800937292,0.13928617160167434
40141.87761878967,0.0001,0.010470696338905147,0.0848871166707364,0.09928811874209922,0.10079465402550676,0.1373293685046547
40436.66916966438,0.0001,0.010712983976404213,0.08478140281571316,0.0991109484236549,0.10107708508852413,0.13867881495443515
40730.192898988724,0.0001,0.010478926123705311,0.08471784783358323,0.09985447090401826,0.09992849045523525,0.13661967478435527
41025.50547981262,0.0001,0.010395735121519973,0.08566650925012972,0.10036007723743298,0.1001745899974668,0.13856216494370727
41321.05380702019,0.0001,0.010282703193103523,0.08463588083862923,0.09961092690717045,0.09985943500910988,0.1369492306806374
41615.94152092934,0.0001,0.010302593493009353,0.0858262091638132,0.09942861961712646,0.10121894009623206,0.13822733190511788
41911.40413093567,0.0001,0.01003228605599347,0.08545411983638584,0.10208275108330983,0.1017112005254385,0.1375997736260242
42206.03424978256,0.0001,0.009960686330872316,0.08618887313054634,0.0990745224937453,0.1006329950360804,0.1376176296852262
42502.67213058472,0.0001,0.010111164094534475,0.0850027953752511,0.09866055619048687,0.10241627703707125,0.13815936211000765
42798.03421473503,0.0001,0.009974688619618744,0.085544766670365,0.09879330515199572,0.09995592938776512,0.13900114044524514
43092.50250053406,0.0001,0.009916345992069612,0.0849422507700135,0.09823136303173298,0.10001498248146656,0.13693992208596054
43387.77688550949,0.0001,0.009803240670537845,0.08267330917853445,0.09814563809310911,0.09786081754878456,0.13526889336303732
43683.111230134964,0.0001,0.009704055233710786,0.08335148738363381,0.09740818242883915,0.09879160434855128,0.1358638610499647
43977.604618787766,0.0001,0.009630550203912394,0.08545280501854327,0.09972327200427272,0.10150406806633044,0.13745050837089773
44272.8027575016,0.0001,0.00988283416409428,0.08392858856397047,0.0968417571727503,0.09932013763164643,0.1373212291358718
44567.65313053131,0.0001,0.009268500815461904,0.08563144279088516,0.09995710057440418,0.0987769680910393,0.13748756037523865
44863.57877492905,0.0001,0.009490306070051378,0.08634854144475201,0.10064184627568262,0.10111737813178125,0.13751490024250204
45158.506813287735,0.0001,0.009537229713982758,0.08469172304860674,0.09872325004681622,0.1014126529577062,0.13660819470711916
45453.36984562874,0.0001,0.009857515740554537,0.08512517223295656,0.09837896318803145,0.1002198960842076,0.13763677482149245
45748.560517549515,0.0001,0.00913466467532385,0.08490364035382296,0.09919766579014513,0.09893693319479063,0.13709084325299686
46043.940388441086,0.0001,0.009141012379035173,0.08525990398839522,0.0991970395552436,0.09936715270581117,0.13702947821016165
46339.235679388046,0.0001,0.009241915063155564,0.08424042016076591,0.09944215688203173,0.097936873271091,0.13722261178178577
46634.72533917427,0.0001,0.009099118249889336,0.0854594086297013,0.09949180619716243,0.09854460657696,0.13882790202747866
46930.15403056145,0.0001,0.009069692219121578,0.08427099336257439,0.09871212296387212,0.09872215085863646,0.13669636260373974
47225.041482687,0.0001,0.009110548007939215,0.08281872059701269,0.09757834870506774,0.09935578364385572,0.13444491393955674
47519.940264463425,0.0001,0.008950846156770454,0.08396952865347855,0.09936438781453286,0.09919064347438694,0.13652797987339535
47816.58453679085,0.0001,0.008851007842141323,0.08692334530626389,0.0993516301940271,0.09992973208327136,0.13894977145136436
48112.872255802155,0.0001,0.009203773120801912,0.08388793684154167,0.09764306047398816,0.09966325086414382,0.1366419215886737
48407.236033678055,0.0001,0.008918652243708676,0.08482510176901449,0.09821145582255261,0.097581435344084,0.13651662771095638
48702.908888339996,0.0001,0.008915491404109313,0.08337744909285999,0.09781945973318794,0.10112931114865456,0.135762013792089
48998.7655107975,0.0001,0.00877779086241723,0.0834338668324315,0.09809559378061515,0.09746525418712257,0.13552817463092526
49293.42119765282,0.0001,0.00901413293169967,0.0837568206776541,0.10024661085490484,0.09934163148979255,0.13610167794610323
49588.66200065613,0.0001,0.008528119459817142,0.08425759820822074,0.09865735328580602,0.09943870829248115,0.1361515507560857
49883.6452395916,0.0001,0.008610158958352399,0.08520957457178105,0.09824518970461901,0.0980298346929953,0.1355428230315171
50179.41290307045,0.0001,0.008507820994860086,0.08428839942897667,0.09710757595590523,0.09939311388594804,0.13434730333530118
50474.27513599396,0.0001,0.008666608111426935,0.08408432548405578,0.09726188914173683,0.0979766159793373,0.13521527397538322
50768.97059011459,0.0001,0.00846750881486305,0.08681695561753544,0.10062668489202313,0.10183294595100252,0.13857037423737378
51064.201444387436,0.0001,0.008490064236558832,0.08434426357996126,0.09690062903042054,0.1005453458091897,0.13741392959313584
51359.26499938965,5e-05,0.004732142519710057,0.08064421424883537,0.09403332391411853,0.09518911515886126,0.13164898231136624
51669.9449160099,5e-05,0.003363151443337689,0.08059194525241103,0.09470176704800853,0.09561717950011993,0.13183292395013882
51966.02071452141,5e-05,0.003132031011815543,0.0804357204879157,0.09434569349357942,0.09514145177762236,0.131884246287313
52260.236981630325,5e-05,0.003047031658392516,0.08045240410504229,0.09399696177110796,0.09446617189168569,0.13171973630432407
52555.186994314194,5e-05,0.0030033758491670947,0.0809597153692487,0.09481358516101943,0.09468648900001635,0.13218859263828822
52849.4898545742,5e-05,0.0029227432387991825,0.08106808240424582,0.0948742436135074,0.09514201947099409,0.13162936402875608
53145.11569738388,5e-05,0.0028473484816179404,0.08133427454977077,0.09516128706607116,0.09567897029793987,0.13289185812351742
53439.38756084442,5e-05,0.0028148760423716834,0.08002070304311608,0.09456216472578875,0.0956171311885645,0.13236232536440443
53734.40418505669,5e-05,0.002786924859603073,0.0809637822847263,0.09479278830512694,0.09467511245363111,0.13135615663658423
54029.10980629921,5e-05,0.002754168835049357,0.08091431925516832,0.09510380921290816,0.09426197001935255,0.13153080348111595
54324.0708398819,5e-05,0.0027107684223997364,0.08083400260955603,0.09488828130468824,0.09525773313818567,0.1318285338067856
54619.43754529953,5e-05,0.0027031073192403995,0.08013088786504814,0.09425839610760127,0.09432152430657764,0.13130930792737766
54914.972487688065,5e-05,0.0026850131850319303,0.0799375734585487,0.09459683077916661,0.09403220006116969,0.1308993922125585
